dt64,OBJECT_ID,coverage,date,ice_off_prob,ice_on_prob,lic,sensor
2009-03-07 10:00:49,IW35016644,0.5359960579649843,2009-03-07T10:00:49,,0.9944858830102984,100.0,Landsat-7
2009-03-16 09:54:42,IW35016644,0.6036229904544637,2009-03-16T09:54:42,0.5749972945608216,0.992283940820142,99.9233422767344,Landsat-7
2009-03-23 10:00:56,IW35016644,0.4610058464077868,2009-03-23T10:00:56,0.663407689695773,0.9950318491098052,100.0,Landsat-7
2009-05-03 09:54:57,IW35016644,0.4844534253464006,2009-05-03T09:54:57,0.8291123452442614,0.9341662361670432,73.87988560533842,Landsat-7
2009-07-29 10:00:58,IW35016644,0.7167808165068357,2009-07-29T10:00:58,0.9999466088458516,,0.0,Landsat-7
2009-08-07 09:54:44,IW35016644,0.599654372770383,2009-08-07T09:54:44,0.999957175226228,,0.0,Landsat-7
2009-08-14 10:00:53,IW35016644,0.7118177036165256,2009-08-14T10:00:53,0.999956202175062,,0.0,Landsat-7
2009-08-23 09:54:43,IW35016644,0.616565305367149,2009-08-23T09:54:43,0.9999428394012992,,0.0,Landsat-7
2009-08-30 10:00:53,IW35016644,0.7147610994712122,2009-08-30T10:00:53,0.9999455301580784,,0.0,Landsat-7
2009-09-08 09:54:42,IW35016644,0.6372807968830243,2009-09-08T09:54:42,0.9999525151765014,,0.0,Landsat-7
2009-10-01 10:00:50,IW35016644,0.6809339465149995,2009-10-01T10:00:50,0.9999068039168584,,0.0,Landsat-7
2009-12-20 10:01:48,IW35016644,0.761863863475249,2009-12-20T10:01:48,0.5863552578265153,0.6511016757225313,99.90898058252428,Landsat-7
2010-01-21 10:02:19,IW35016644,0.5711378631231028,2010-01-21T10:02:19,,0.9965395861263644,100.0,Landsat-7
2010-04-20 09:56:45,IW35016644,0.5983339955624715,2010-04-20T09:56:45,0.7081093706963374,0.9738416114358364,96.99074074074076,Landsat-7
2010-05-22 09:56:39,IW35016644,0.3776992999284924,2010-05-22T09:56:39,0.9917330725673548,,0.0,Landsat-7
2010-07-09 09:56:45,IW35016644,0.6116906453266697,2010-07-09T09:56:45,0.9999538064634894,,0.0,Landsat-7
2010-07-16 10:02:56,IW35016644,0.7078546026140433,2010-07-16T10:02:56,0.9998390916414318,,0.0,Landsat-7
2010-08-10 09:56:44,IW35016644,0.6236587885125043,2010-08-10T09:56:44,0.9999449606548384,,0.0,Landsat-7
2010-08-26 09:56:48,IW35016644,0.6397950144732136,2010-08-26T09:56:48,0.9999544969950976,,0.0,Landsat-7
2010-09-11 09:56:49,IW35016644,0.6628816017263892,2010-09-11T09:56:49,0.9999482289884498,,0.0,Landsat-7
